Orthogroup	MHP_MHP691_genes	MHP_ES2_genes
OG0000533	DR087_RS03510	E5E95_RS00600
OG0000534	DR087_RS01900	E5E95_RS00380
OG0000535	DR087_RS04460	E5E95_RS00045
OG0000537	DR087_RS02220	E5E95_RS00725
OG0000538	DR087_RS01975	E5E95_RS01140
OG0000539	DR087_RS02345	E5E95_RS00210
OG0000540	DR087_RS01290	E5E95_RS02840
OG0000541	DR087_RS01220	E5E95_RS02920
OG0000543	DR087_RS00345	E5E95_RS02460
OG0000544	DR087_RS04710	E5E95_RS01270
OG0000545	DR087_RS01630	E5E95_RS01945
OG0000546	DR087_RS04305	E5E95_RS02990
OG0000547	DR087_RS01470	E5E95_RS03110
OG0000548	DR087_RS03220	E5E95_RS01615
OG0000549	DR087_RS04650	E5E95_RS03535
OG0000550	DR087_RS00690	E5E95_RS03680
OG0000553	DR087_RS04565	E5E95_RS02890
OG0000554	DR087_RS01690	E5E95_RS02600
OG0000555	DR087_RS04580	E5E95_RS04170
OG0000556	DR087_RS04430	E5E95_RS02515
OG0000557	DR087_RS02850	E5E95_RS01280
OG0000558	DR087_RS02820	E5E95_RS01250
OG0000559	DR087_RS02085	E5E95_RS01810
OG0000560	DR087_RS01645	E5E95_RS01930
OG0000561	DR087_RS01990	E5E95_RS01125
OG0000562	DR087_RS01640	E5E95_RS01935
OG0000563	DR087_RS01655	E5E95_RS01920
OG0000564	DR087_RS03320	E5E95_RS03980
OG0000565	DR087_RS01590	E5E95_RS01985
OG0000566	DR087_RS01600	E5E95_RS01975
OG0000567	DR087_RS01625	E5E95_RS01950
OG0000568	DR087_RS02180	E5E95_RS00685
OG0000569	DR087_RS02825	E5E95_RS01255
OG0000570	DR087_RS04705	E5E95_RS01260
OG0000571	DR087_RS02835	E5E95_RS01265
OG0000572	DR087_RS02855	E5E95_RS01285
OG0000573	DR087_RS02080	E5E95_RS01805
OG0000574	DR087_RS03300	E5E95_RS01325
OG0000575	DR087_RS02810	E5E95_RS01240
OG0000576	DR087_RS02035	E5E95_RS01765
OG0000577	DR087_RS01270	E5E95_RS02860
OG0000578	DR087_RS01250	E5E95_RS02885
OG0000580	DR087_RS04010	E5E95_RS04160
OG0000582	DR087_RS04715	E5E95_RS03970
OG0000583	DR087_RS02070	E5E95_RS01795
OG0000584	DR087_RS00315	E5E95_RS02485, E5E95_RS01705
OG0000585	DR087_RS00170	E5E95_RS02325
OG0000586	DR087_RS02055	E5E95_RS01780
OG0000587	DR087_RS04775	E5E95_RS04030
OG0000588	DR087_RS02030	E5E95_RS01755
OG0000589	DR087_RS03500	E5E95_RS02260
OG0000590	DR087_RS00325	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475
OG0000592	DR087_RS01280	E5E95_RS02850
OG0000593	DR087_RS00755	E5E95_RS03745
OG0000594	DR087_RS02815	E5E95_RS01245
OG0000597	DR087_RS03400	E5E95_RS03200
OG0000600	DR087_RS00310	E5E95_RS02490
OG0000601	DR087_RS01650	E5E95_RS01925
OG0000602	DR087_RS00080	E5E95_RS02155
OG0000603	DR087_RS00305	E5E95_RS02495
OG0000605	DR087_RS00300	E5E95_RS02500
OG0000607	DR087_RS02800	E5E95_RS03855
OG0000608	DR087_RS04600	E5E95_RS01940
OG0000609	DR087_RS01615	E5E95_RS03860
OG0000613	DR087_RS04040	E5E95_RS04035
OG0000614	DR087_RS03590	E5E95_RS02285
OG0000622	DR087_RS04200	E5E95_RS03960
OG0000674	DR087_RS00285	E5E95_RS02520
