Orthogroup	MHP_J_genes	MHP_232_genes
OG0000527	MHJ_RS03865	MHP_RS01760
OG0000528	MHJ_RS01970	MHP_RS01980
OG0000529	MHJ_RS02190	MHP_RS02115
OG0000530	MHJ_RS02290	MHP_RS02220
OG0000531	MHJ_RS01370	MHP_RS00605
OG0000532	MHJ_RS01585	MHP_RS01630
OG0000533	MHJ_RS00585	MHP_RS01395
OG0000534	MHJ_RS00360	MHP_RS00390
OG0000535	MHJ_RS00045	MHP_RS00045
OG0000536	MHJ_RS03510	MHP_RS03460
OG0000537	MHJ_RS00705	MHP_RS01270
OG0000538	MHJ_RS01095	MHP_RS00885
OG0000539	MHJ_RS00190	MHP_RS00220
OG0000540	MHJ_RS02600	MHP_RS02505
OG0000541	MHJ_RS02680	MHP_RS02580
OG0000542	MHJ_RS00330	MHP_RS00360
OG0000543	MHJ_RS03760	MHP_RS03760
OG0000544	MHJ_RS01225	MHP_RS00750
OG0000546	MHJ_RS02755	MHP_RS02650
OG0000547	MHJ_RS02885	MHP_RS02855
OG0000548	MHJ_RS01550	MHP_RS01590
OG0000549	MHJ_RS03295	MHP_RS03245
OG0000550	MHJ_RS03430	MHP_RS03380
OG0000551	MHJ_RS02965	MHP_RS02930
OG0000552	MHJ_RS03115	MHP_RS03075
OG0000553	MHJ_RS02650	MHP_RS02550
OG0000554	MHJ_RS02335	MHP_RS02265
OG0000555	MHJ_RS03945	MHP_RS03950
OG0000557	MHJ_RS01235	MHP_RS00740
OG0000558	MHJ_RS01205	MHP_RS00770
OG0000559	MHJ_RS01645	MHP_RS01690
OG0000560	MHJ_RS01760	MHP_RS01800
OG0000561	MHJ_RS01080	MHP_RS00900
OG0000562	MHJ_RS01765	MHP_RS01805
OG0000563	MHJ_RS01750	MHP_RS01790
OG0000564	MHJ_RS01260	MHP_RS03855
OG0000565	MHJ_RS01820	MHP_RS01845
OG0000566	MHJ_RS01810	MHP_RS01835
OG0000567	MHJ_RS01780	MHP_RS01815
OG0000568	MHJ_RS00665	MHP_RS01310
OG0000569	MHJ_RS01210	MHP_RS00765
OG0000570	MHJ_RS01215	MHP_RS00760
OG0000571	MHJ_RS01220	MHP_RS00755
OG0000572	MHJ_RS01240	MHP_RS00735
OG0000573	MHJ_RS01640	MHP_RS01685
OG0000574	MHJ_RS01280	MHP_RS00695
OG0000575	MHJ_RS01195	MHP_RS00780
OG0000576	MHJ_RS03625	MHP_RS03620
OG0000577	MHJ_RS02620	MHP_RS02525
OG0000578	MHJ_RS02645	MHP_RS02545
OG0000579	MHJ_RS01740	MHP_RS01780
OG0000580	MHJ_RS02760	MHP_RS02655
OG0000581	MHJ_RS01725	MHP_RS01765
OG0000582	MHJ_RS03835	MHP_RS03860
OG0000583	MHJ_RS01630	MHP_RS01675
OG0000586	MHJ_RS01620	MHP_RS01665
OG0000587	MHJ_RS04025	MHP_RS03775
OG0000588	MHJ_RS01600	MHP_RS01645
OG0000591	MHJ_RS03990	MHP_RS03790
OG0000592	MHJ_RS02610	MHP_RS02515
OG0000593	MHJ_RS03495	MHP_RS03445
OG0000594	MHJ_RS01200	MHP_RS00775
OG0000598	MHJ_RS01690	MHP_RS01730
OG0000599	MHJ_RS01695	MHP_RS01735
OG0000601	MHJ_RS01755	MHP_RS01795
OG0000602	MHJ_RS01990	MHP_RS02000
OG0000606	MHJ_RS01730	MHP_RS01770
OG0000607	MHJ_RS03755	MHP_RS03745
OG0000610	MHJ_RS03970	MHP_RS03965
OG0000612	MHJ_RS03855	MHP_RS03895
OG0000615	MHJ_RS02655	MHP_RS02555
OG0000621	MHJ_RS03985	MHP_RS03980
OG0000652	MHJ_RS03975	MHP_RS03970
