Orthogroup	MHP_J_genes	MHP_MHP694_genes
OG0000547	MHJ_RS02885	DR099_RS01055
OG0000548	MHJ_RS01550	DR099_RS01365
OG0000549	MHJ_RS03295	DR099_RS04525
OG0000550	MHJ_RS03430	DR099_RS02300
OG0000551	MHJ_RS02965	DR099_RS03080
OG0000552	MHJ_RS03115	DR099_RS03625, DR099_RS02030
OG0000553	MHJ_RS02650	DR099_RS04285
OG0000554	MHJ_RS02335	DR099_RS02150
OG0000555	MHJ_RS03945	DR099_RS03825
OG0000557	MHJ_RS01235	DR099_RS00870
OG0000558	MHJ_RS01205	DR099_RS03300
OG0000559	MHJ_RS01645	DR099_RS02440
OG0000560	MHJ_RS01760	DR099_RS00300
OG0000561	MHJ_RS01080	DR099_RS02325
OG0000562	MHJ_RS01765	DR099_RS00305
OG0000563	MHJ_RS01750	DR099_RS00290
OG0000564	MHJ_RS01260	DR099_RS00895
OG0000565	MHJ_RS01820	DR099_RS00360
OG0000566	MHJ_RS01810	DR099_RS00345
OG0000567	MHJ_RS01780	DR099_RS00320
OG0000568	MHJ_RS00665	DR099_RS01665
OG0000569	MHJ_RS01210	DR099_RS03305
OG0000570	MHJ_RS01215	DR099_RS04580
OG0000571	MHJ_RS01220	DR099_RS00855
OG0000572	MHJ_RS01240	DR099_RS00875
OG0000573	MHJ_RS01640	DR099_RS02445
OG0000574	MHJ_RS01280	DR099_RS00915
OG0000575	MHJ_RS01195	DR099_RS03290
OG0000576	MHJ_RS03625	DR099_RS02490
OG0000577	MHJ_RS02620	DR099_RS00130
OG0000578	MHJ_RS02645	DR099_RS00110
OG0000579	MHJ_RS01740	DR099_RS03430
OG0000580	MHJ_RS02760	DR099_RS01175
OG0000581	MHJ_RS01725	DR099_RS03425
OG0000582	MHJ_RS03835	DR099_RS04340
OG0000583	MHJ_RS01630	DR099_RS02455
OG0000585	MHJ_RS03590	DR099_RS03495
OG0000586	MHJ_RS01620	DR099_RS02470
OG0000587	MHJ_RS04025	DR099_RS03720
OG0000588	MHJ_RS01600	DR099_RS02495
OG0000591	MHJ_RS03990	DR099_RS03730
OG0000592	MHJ_RS02610	DR099_RS00140
OG0000593	MHJ_RS03495	DR099_RS03205
OG0000594	MHJ_RS01200	DR099_RS03295
OG0000595	MHJ_RS03020	DR099_RS04595
OG0000596	MHJ_RS01685	DR099_RS04245
OG0000597	MHJ_RS03015	DR099_RS03370
OG0000598	MHJ_RS01690	DR099_RS03395
OG0000599	MHJ_RS01695	DR099_RS03400
OG0000601	MHJ_RS01755	DR099_RS00295
OG0000602	MHJ_RS01990	DR099_RS01255
OG0000607	MHJ_RS03755	DR099_RS03280
OG0000612	MHJ_RS03855	DR099_RS03405
OG0000615	MHJ_RS02655	DR099_RS00100
OG0000621	MHJ_RS03985	DR099_RS03725
OG0000652	MHJ_RS03975	DR099_RS03885
