Orthogroup	MHP_J_genes	MHP_MHP679_genes
OG0000543	MHJ_RS03760	DR086_RS03960
OG0000544	MHJ_RS01225	DR086_RS04960
OG0000545	MHJ_RS01770	DR086_RS00685
OG0000546	MHJ_RS02755	DR086_RS04500
OG0000547	MHJ_RS02885	DR086_RS01120
OG0000548	MHJ_RS01550	DR086_RS03320
OG0000549	MHJ_RS03295	DR086_RS05015
OG0000550	MHJ_RS03430	DR086_RS01445
OG0000551	MHJ_RS02965	DR086_RS02920
OG0000552	MHJ_RS03115	DR086_RS01340
OG0000553	MHJ_RS02650	DR086_RS04995
OG0000554	MHJ_RS02335	DR086_RS03115
OG0000557	MHJ_RS01235	DR086_RS02560
OG0000558	MHJ_RS01205	DR086_RS02530
OG0000559	MHJ_RS01645	DR086_RS01605
OG0000560	MHJ_RS01760	DR086_RS00670
OG0000561	MHJ_RS01080	DR086_RS01695
OG0000562	MHJ_RS01765	DR086_RS00675
OG0000563	MHJ_RS01750	DR086_RS00660
OG0000564	MHJ_RS01260	DR086_RS03420
OG0000565	MHJ_RS01820	DR086_RS03570
OG0000566	MHJ_RS01810	DR086_RS00815
OG0000567	MHJ_RS01780	DR086_RS00785
OG0000568	MHJ_RS00665	DR086_RS03020
OG0000569	MHJ_RS01210	DR086_RS02535
OG0000570	MHJ_RS01215	DR086_RS04955
OG0000571	MHJ_RS01220	DR086_RS02545
OG0000572	MHJ_RS01240	DR086_RS02570
OG0000573	MHJ_RS01640	DR086_RS01610
OG0000574	MHJ_RS01280	DR086_RS03400
OG0000575	MHJ_RS01195	DR086_RS02520
OG0000576	MHJ_RS03625	DR086_RS01655
OG0000577	MHJ_RS02620	DR086_RS00850
OG0000578	MHJ_RS02645	DR086_RS00830
OG0000579	MHJ_RS01740	DR086_RS00655
OG0000580	MHJ_RS02760	DR086_RS01005
OG0000581	MHJ_RS01725	DR086_RS00640
OG0000582	MHJ_RS03835	DR086_RS04965
OG0000583	MHJ_RS01630	DR086_RS01620
OG0000585	MHJ_RS03590	DR086_RS02120
OG0000586	MHJ_RS01620	DR086_RS01635
OG0000587	MHJ_RS04025	DR086_RS05080
OG0000588	MHJ_RS01600	DR086_RS01660
OG0000589	MHJ_RS03650	DR086_RS03515
OG0000591	MHJ_RS03990	DR086_RS04045
OG0000592	MHJ_RS02610	DR086_RS00860
OG0000593	MHJ_RS03495	DR086_RS02450
OG0000594	MHJ_RS01200	DR086_RS02525
OG0000595	MHJ_RS03020	DR086_RS02900
OG0000597	MHJ_RS03015	DR086_RS02905
OG0000601	MHJ_RS01755	DR086_RS00665
OG0000606	MHJ_RS01730	DR086_RS00645
OG0000607	MHJ_RS03755	DR086_RS02510
OG0000610	MHJ_RS03970	DR086_RS02475, DR086_RS03865
