Orthogroup	MHP_NCTC10127_genes	MHP_116_genes
OG0000488	EXC50_RS00985	ABJ972_RS02010
OG0000489	EXC50_RS00050	ABJ972_RS00050
OG0000490	EXC50_RS02450	ABJ972_RS03540
OG0000491	EXC50_RS02740	ABJ972_RS01335
OG0000492	EXC50_RS02665	ABJ972_RS01410
OG0000493	EXC50_RS03505	ABJ972_RS00565
OG0000494	EXC50_RS03445	ABJ972_RS01030
OG0000495	EXC50_RS01675	ABJ972_RS02760
OG0000496	EXC50_RS01665	ABJ972_RS02750
OG0000497	EXC50_RS01660	ABJ972_RS02745
OG0000498	EXC50_RS01580	ABJ972_RS02665
OG0000499	EXC50_RS01545	ABJ972_RS02630
OG0000500	EXC50_RS00875	ABJ972_RS01895
OG0000501	EXC50_RS01905	ABJ972_RS02975
OG0000502	EXC50_RS02885	ABJ972_RS01190
OG0000503	EXC50_RS03325	ABJ972_RS00905
OG0000504	EXC50_RS03190	ABJ972_RS00770
OG0000505	EXC50_RS03155	ABJ972_RS00735
OG0000506	EXC50_RS03145	ABJ972_RS00725
OG0000507	EXC50_RS03110	ABJ972_RS00690
OG0000508	EXC50_RS00260	ABJ972_RS00235
OG0000509	EXC50_RS00295	ABJ972_RS00270
OG0000510	EXC50_RS00305	ABJ972_RS00280
OG0000511	EXC50_RS03655	ABJ972_RS00415
OG0000512	EXC50_RS01400	ABJ972_RS02490
OG0000513	EXC50_RS02270	ABJ972_RS03330
OG0000514	EXC50_RS01700	ABJ972_RS02785
OG0000516	EXC50_RS00955	ABJ972_RS01975
OG0000517	EXC50_RS00065	ABJ972_RS00065
OG0000518	EXC50_RS01945	ABJ972_RS03015
OG0000519	EXC50_RS03300	ABJ972_RS00880
OG0000520	EXC50_RS03175	ABJ972_RS00755
OG0000521	EXC50_RS00275	ABJ972_RS00250
OG0000522	EXC50_RS00310	ABJ972_RS00285
OG0000523	EXC50_RS02205	ABJ972_RS03265
OG0000524	EXC50_RS01515	ABJ972_RS02605
OG0000525	EXC50_RS02170	ABJ972_RS03240
OG0000526	EXC50_RS04005	ABJ972_RS01800
OG0000527	EXC50_RS00720	ABJ972_RS01725
OG0000528	EXC50_RS00960	ABJ972_RS01980
OG0000529	EXC50_RS01090	ABJ972_RS02190
OG0000530	EXC50_RS01200	ABJ972_RS02295
OG0000531	EXC50_RS02690	ABJ972_RS01385
OG0000532	EXC50_RS00575	ABJ972_RS01605
OG0000533	EXC50_RS03490	ABJ972_RS01070
OG0000534	EXC50_RS00395	ABJ972_RS00365
OG0000535	EXC50_RS00045	ABJ972_RS00045
OG0000536	EXC50_RS02385	ABJ972_RS03445
OG0000537	EXC50_RS03360	ABJ972_RS00945
OG0000538	EXC50_RS02965	ABJ972_RS01110
OG0000539	EXC50_RS00220	ABJ972_RS00200
OG0000540	EXC50_RS01485	ABJ972_RS02575
OG0000542	EXC50_RS00365	ABJ972_RS00335
OG0000544	EXC50_RS02835	ABJ972_RS01240
OG0000545	EXC50_RS00770	ABJ972_RS01790
OG0000546	EXC50_RS01630	ABJ972_RS02710
OG0000547	EXC50_RS01750	ABJ972_RS02835
OG0000548	EXC50_RS00535	ABJ972_RS01570
OG0000549	EXC50_RS02160	ABJ972_RS03230
OG0000550	EXC50_RS02305	ABJ972_RS03365
OG0000551	EXC50_RS01825	ABJ972_RS02905
OG0000552	EXC50_RS01980	ABJ972_RS03050
OG0000553	EXC50_RS01530	ABJ972_RS02620
OG0000554	EXC50_RS01245	ABJ972_RS02340
OG0000555	EXC50_RS04055	ABJ972_RS02840
OG0000557	EXC50_RS02825	ABJ972_RS01250
OG0000558	EXC50_RS02855	ABJ972_RS01220
OG0000559	EXC50_RS00655	ABJ972_RS01675
OG0000560	EXC50_RS00760	ABJ972_RS01780
OG0000561	EXC50_RS02980	ABJ972_RS01095
OG0000562	EXC50_RS00765	ABJ972_RS01785
OG0000563	EXC50_RS00750	ABJ972_RS01770
OG0000564	EXC50_RS04095	ABJ972_RS01275
OG0000565	EXC50_RS00810	ABJ972_RS01845
OG0000566	EXC50_RS00800	ABJ972_RS01830
OG0000567	EXC50_RS00775	ABJ972_RS01795
OG0000568	EXC50_RS03400	ABJ972_RS00985
OG0000569	EXC50_RS02850	ABJ972_RS01225
OG0000570	EXC50_RS02845	ABJ972_RS01230
OG0000571	EXC50_RS02840	ABJ972_RS01235
OG0000572	EXC50_RS02820	ABJ972_RS01255
OG0000573	EXC50_RS00650	ABJ972_RS01670
OG0000574	EXC50_RS02780	ABJ972_RS01295
OG0000575	EXC50_RS02865	ABJ972_RS01210
OG0000576	EXC50_RS00610	ABJ972_RS01630
OG0000577	EXC50_RS01505	ABJ972_RS02595
OG0000578	EXC50_RS01525	ABJ972_RS02615
OG0000579	EXC50_RS00740	ABJ972_RS01735
OG0000580	EXC50_RS04050	ABJ972_RS02715
OG0000581	EXC50_RS00725	ABJ972_RS01730
OG0000582	EXC50_RS04100	ABJ972_RS01245
OG0000583	EXC50_RS00640	ABJ972_RS01660
OG0000586	EXC50_RS00625	ABJ972_RS01645
OG0000587	EXC50_RS03910	ABJ972_RS01850
OG0000588	EXC50_RS00600	ABJ972_RS01620
OG0000592	EXC50_RS01495	ABJ972_RS02585
OG0000593	EXC50_RS02370	ABJ972_RS03430
OG0000594	EXC50_RS02860	ABJ972_RS01215
OG0000601	EXC50_RS00755	ABJ972_RS01775
OG0000606	EXC50_RS00730	ABJ972_RS01740
OG0000609	EXC50_RS03905	ABJ972_RS01820
OG0000611	EXC50_RS00090	ABJ972_RS00090
OG0000618	EXC50_RS02125	ABJ972_RS03195
OG0000621	EXC50_RS04230	ABJ972_RS01860
