Orthogroup	MHP_NCTC10127_genes	MHP_98_genes
OG0000506	EXC50_RS03145	GOM18_RS01850
OG0000507	EXC50_RS03110	GOM18_RS01815
OG0000508	EXC50_RS00260	GOM18_RS01360
OG0000509	EXC50_RS00295	GOM18_RS01395
OG0000510	EXC50_RS00305	GOM18_RS01405
OG0000511	EXC50_RS03655	GOM18_RS01540
OG0000512	EXC50_RS01400	GOM18_RS02000
OG0000513	EXC50_RS02270	GOM18_RS00390
OG0000514	EXC50_RS01700	GOM18_RS01195
OG0000515	EXC50_RS02525	GOM18_RS02570
OG0000516	EXC50_RS00955	GOM18_RS04435
OG0000517	EXC50_RS00065	GOM18_RS00645
OG0000518	EXC50_RS01945	GOM18_RS00980
OG0000519	EXC50_RS03300	GOM18_RS00215
OG0000520	EXC50_RS03175	GOM18_RS00340
OG0000521	EXC50_RS00275	GOM18_RS01375
OG0000522	EXC50_RS00310	GOM18_RS01410
OG0000523	EXC50_RS02205	GOM18_RS00725
OG0000524	EXC50_RS01515	GOM18_RS02115
OG0000525	EXC50_RS02170	GOM18_RS04345
OG0000527	EXC50_RS00720	GOM18_RS03490
OG0000528	EXC50_RS00960	GOM18_RS02240
OG0000529	EXC50_RS01090	GOM18_RS02385
OG0000530	EXC50_RS01200	GOM18_RS02485
OG0000531	EXC50_RS02690	GOM18_RS02760
OG0000532	EXC50_RS00575	GOM18_RS03550
OG0000534	EXC50_RS00395	GOM18_RS01490
OG0000535	EXC50_RS00045	GOM18_RS04305
OG0000536	EXC50_RS02385	GOM18_RS00505
OG0000537	EXC50_RS03360	GOM18_RS00155
OG0000538	EXC50_RS02965	GOM18_RS02910
OG0000539	EXC50_RS00220	GOM18_RS01325
OG0000540	EXC50_RS01485	GOM18_RS02085
OG0000541	EXC50_RS01560	GOM18_RS02155
OG0000542	EXC50_RS00365	GOM18_RS01460
OG0000543	EXC50_RS03875	GOM18_RS03535
OG0000543	EXC50_RS00505	GOM18_RS00010
OG0000544	EXC50_RS02835	GOM18_RS04525
OG0000545	EXC50_RS00770	GOM18_RS03390
OG0000546	EXC50_RS01630	GOM18_RS03120
OG0000547	EXC50_RS01750	GOM18_RS01145
OG0000548	EXC50_RS00535	GOM18_RS03615
OG0000549	EXC50_RS02160	GOM18_RS04350
OG0000550	EXC50_RS02305	GOM18_RS00425
OG0000551	EXC50_RS01825	GOM18_RS01075
OG0000552	EXC50_RS01980	GOM18_RS00945
OG0000553	EXC50_RS01530	GOM18_RS04405
OG0000554	EXC50_RS01245	GOM18_RS02530
OG0000555	EXC50_RS04055	GOM18_RS03930
OG0000556	EXC50_RS03790, EXC50_RS03775	GOM18_RS00060
OG0000557	EXC50_RS02825	GOM18_RS03215
OG0000558	EXC50_RS02855	GOM18_RS03185
OG0000559	EXC50_RS00655	GOM18_RS03000
OG0000560	EXC50_RS00760	GOM18_RS03405
OG0000561	EXC50_RS02980	GOM18_RS02895
OG0000562	EXC50_RS00765	GOM18_RS03400
OG0000563	EXC50_RS00750	GOM18_RS03415
OG0000564	EXC50_RS04095	GOM18_RS02875
OG0000565	EXC50_RS00810	GOM18_RS03330
OG0000566	EXC50_RS00800	GOM18_RS03355
OG0000567	EXC50_RS00775	GOM18_RS03385
OG0000568	EXC50_RS03400	GOM18_RS00115
OG0000569	EXC50_RS02850	GOM18_RS03190
OG0000570	EXC50_RS02845	GOM18_RS04520
OG0000571	EXC50_RS02840	GOM18_RS03200
OG0000572	EXC50_RS02820	GOM18_RS03220
OG0000573	EXC50_RS00650	GOM18_RS03005
OG0000574	EXC50_RS02780	GOM18_RS02845
OG0000575	EXC50_RS02865	GOM18_RS03175
OG0000576	EXC50_RS00610	GOM18_RS03050
OG0000577	EXC50_RS01505	GOM18_RS02105
OG0000578	EXC50_RS01525	GOM18_RS02125
OG0000579	EXC50_RS00740	GOM18_RS03500
OG0000581	EXC50_RS00725	GOM18_RS03495
OG0000582	EXC50_RS04100	GOM18_RS04530
OG0000583	EXC50_RS00640	GOM18_RS03015
OG0000584	EXC50_RS03755	GOM18_RS00040
OG0000586	EXC50_RS00625	GOM18_RS03030
OG0000587	EXC50_RS03910	GOM18_RS04190
OG0000588	EXC50_RS00600	GOM18_RS03055
OG0000590	EXC50_RS03745	GOM18_RS00030
OG0000591	EXC50_RS03890	GOM18_RS04175
OG0000592	EXC50_RS01495	GOM18_RS03985
OG0000593	EXC50_RS02370	GOM18_RS00490
OG0000594	EXC50_RS02860	GOM18_RS03180
OG0000600	EXC50_RS02480, EXC50_RS03760	GOM18_RS00045
OG0000601	EXC50_RS00755	GOM18_RS03410
OG0000602	EXC50_RS00980	GOM18_RS02265
OG0000603	EXC50_RS03765	GOM18_RS00050
OG0000604	EXC50_RS04240	GOM18_RS04135
OG0000605	EXC50_RS02495, EXC50_RS02490, EXC50_RS03770	GOM18_RS00055
OG0000607	EXC50_RS04105	GOM18_RS03165
OG0000608	EXC50_RS04000	GOM18_RS03395
OG0000609	EXC50_RS03905	GOM18_RS03365
OG0000610	EXC50_RS04245	GOM18_RS03695
OG0000611	EXC50_RS00090	GOM18_RS00670
OG0000616	EXC50_RS03795	GOM18_RS00065
OG0000618	EXC50_RS02125	GOM18_RS00805
OG0000620	EXC50_RS03885	GOM18_RS04195
