Orthogroup	MHP_MHP696_genes	MHP_ES2_genes
OG0000526	DR090_RS03810	E5E95_RS04020
OG0000527	DR090_RS00830	E5E95_RS01880
OG0000528	DR090_RS04385	E5E95_RS02135
OG0000529	DR090_RS03040	E5E95_RS02355
OG0000531	DR090_RS02520	E5E95_RS01415
OG0000532	DR090_RS03210	E5E95_RS01740
OG0000533	DR090_RS00215	E5E95_RS00600
OG0000534	DR090_RS00570	E5E95_RS00380
OG0000535	DR090_RS04420	E5E95_RS00045
OG0000536	DR090_RS01180	E5E95_RS03765
OG0000537	DR090_RS00105	E5E95_RS00725
OG0000538	DR090_RS00255	E5E95_RS01140
OG0000539	DR090_RS00740	E5E95_RS00210
OG0000540	DR090_RS01420	E5E95_RS02840
OG0000541	DR090_RS01490	E5E95_RS02920
OG0000544	DR090_RS04340	E5E95_RS01270
OG0000545	DR090_RS00885	E5E95_RS01945
OG0000546	DR090_RS03955	E5E95_RS02990
OG0000547	DR090_RS01685	E5E95_RS03110
OG0000548	DR090_RS03245	E5E95_RS01615
OG0000549	DR090_RS04490	E5E95_RS03535
OG0000550	DR090_RS02340	E5E95_RS03680
OG0000552	DR090_RS02170	E5E95_RS03350
OG0000553	DR090_RS04430	E5E95_RS02890
OG0000554	DR090_RS02650	E5E95_RS02600
OG0000555	DR090_RS03975	E5E95_RS04170
OG0000557	DR090_RS00400	E5E95_RS01280
OG0000558	DR090_RS00370	E5E95_RS01250
OG0000559	DR090_RS02375	E5E95_RS01810
OG0000560	DR090_RS00870	E5E95_RS01930
OG0000561	DR090_RS00240	E5E95_RS01125
OG0000562	DR090_RS00875	E5E95_RS01935
OG0000563	DR090_RS00860	E5E95_RS01920
OG0000564	DR090_RS00425	E5E95_RS03980
OG0000565	DR090_RS00935	E5E95_RS01985
OG0000566	DR090_RS00920	E5E95_RS01975
OG0000567	DR090_RS00890	E5E95_RS01950
OG0000568	DR090_RS00145	E5E95_RS00685
OG0000569	DR090_RS00375	E5E95_RS01255
OG0000570	DR090_RS04335	E5E95_RS01260
OG0000571	DR090_RS00385	E5E95_RS01265
OG0000572	DR090_RS00405	E5E95_RS01285
OG0000573	DR090_RS02380	E5E95_RS01805
OG0000574	DR090_RS00445	E5E95_RS01325
OG0000575	DR090_RS00360	E5E95_RS01240
OG0000576	DR090_RS02425	E5E95_RS01765
OG0000577	DR090_RS01440	E5E95_RS02860
OG0000578	DR090_RS01460	E5E95_RS02885
OG0000579	DR090_RS00850	E5E95_RS01900
OG0000580	DR090_RS03960	E5E95_RS04160
OG0000581	DR090_RS00835	E5E95_RS01885
OG0000582	DR090_RS04345	E5E95_RS03970
OG0000583	DR090_RS02390	E5E95_RS01795
OG0000585	DR090_RS03575	E5E95_RS02325
OG0000586	DR090_RS02405	E5E95_RS01780
OG0000587	DR090_RS03815	E5E95_RS04030
OG0000588	DR090_RS02430	E5E95_RS01755
OG0000589	DR090_RS03725	E5E95_RS02260
OG0000591	DR090_RS00965	E5E95_RS04205
OG0000592	DR090_RS01430	E5E95_RS02850
OG0000593	DR090_RS01165	E5E95_RS03745
OG0000594	DR090_RS00365	E5E95_RS01245
OG0000595	DR090_RS03450	E5E95_RS03205
OG0000597	DR090_RS03460	E5E95_RS03200
OG0000601	DR090_RS00865	E5E95_RS01925
OG0000602	DR090_RS03555	E5E95_RS02155
OG0000604	DR090_RS03965	E5E95_RS04220
OG0000606	DR090_RS00840	E5E95_RS01890
OG0000607	DR090_RS00350	E5E95_RS03855
OG0000608	DR090_RS00880	E5E95_RS01940
OG0000609	DR090_RS00905	E5E95_RS03860
OG0000614	DR090_RS03535	E5E95_RS02285
OG0000619	DR090_RS00845	E5E95_RS01895
OG0000620	DR090_RS00945	E5E95_RS04025
OG0000626	DR090_RS03690	E5E95_RS03950
