Orthogroup	MHP_NCTC10127_genes	MHP_7448_genes
OG0000486	EXC50_RS01155	MHP7448_RS02235
OG0000487	EXC50_RS00950	MHP7448_RS02025
OG0000488	EXC50_RS00985	MHP7448_RS02060
OG0000489	EXC50_RS00050	MHP7448_RS00050
OG0000490	EXC50_RS02450	MHP7448_RS03645
OG0000491	EXC50_RS02740	MHP7448_RS01365
OG0000492	EXC50_RS02665	MHP7448_RS01440
OG0000493	EXC50_RS03505	MHP7448_RS00580
OG0000494	EXC50_RS03445	MHP7448_RS00650
OG0000495	EXC50_RS01675	MHP7448_RS02855
OG0000496	EXC50_RS01665	MHP7448_RS02845
OG0000497	EXC50_RS01660	MHP7448_RS02840
OG0000498	EXC50_RS01580	MHP7448_RS02760
OG0000499	EXC50_RS01545	MHP7448_RS02725
OG0000500	EXC50_RS00875	MHP7448_RS01950
OG0000501	EXC50_RS01905	MHP7448_RS03100
OG0000502	EXC50_RS02885	MHP7448_RS01205
OG0000503	EXC50_RS03325	MHP7448_RS00765
OG0000504	EXC50_RS03190	MHP7448_RS00900
OG0000505	EXC50_RS03155	MHP7448_RS00935
OG0000506	EXC50_RS03145	MHP7448_RS00945
OG0000507	EXC50_RS03110	MHP7448_RS00980
OG0000508	EXC50_RS00260	MHP7448_RS00250
OG0000509	EXC50_RS00295	MHP7448_RS00285
OG0000510	EXC50_RS00305	MHP7448_RS00295
OG0000511	EXC50_RS03655	MHP7448_RS00430
OG0000512	EXC50_RS01400	MHP7448_RS02575
OG0000513	EXC50_RS02270	MHP7448_RS03460
OG0000514	EXC50_RS01700	MHP7448_RS02885
OG0000516	EXC50_RS00955	MHP7448_RS02030
OG0000517	EXC50_RS00065	MHP7448_RS00065
OG0000518	EXC50_RS01945	MHP7448_RS03145
OG0000519	EXC50_RS03300	MHP7448_RS00790
OG0000520	EXC50_RS03175	MHP7448_RS00915
OG0000521	EXC50_RS00275	MHP7448_RS00265
OG0000522	EXC50_RS00310	MHP7448_RS00300
OG0000523	EXC50_RS02205	MHP7448_RS03395
OG0000524	EXC50_RS01515	MHP7448_RS02695
OG0000525	EXC50_RS02170	MHP7448_RS03365
OG0000526	EXC50_RS04005	MHP7448_RS03985
OG0000527	EXC50_RS00720	MHP7448_RS01795
OG0000528	EXC50_RS00960	MHP7448_RS02035
OG0000529	EXC50_RS01090	MHP7448_RS02170
OG0000530	EXC50_RS01200	MHP7448_RS02370
OG0000531	EXC50_RS02690	MHP7448_RS01415
OG0000532	EXC50_RS00575	MHP7448_RS01645
OG0000533	EXC50_RS03490	MHP7448_RS00600
OG0000534	EXC50_RS00395	MHP7448_RS00380
OG0000535	EXC50_RS00045	MHP7448_RS00045
OG0000536	EXC50_RS02385	MHP7448_RS03575
OG0000537	EXC50_RS03360	MHP7448_RS00735
OG0000538	EXC50_RS02965	MHP7448_RS01125
OG0000539	EXC50_RS00220	MHP7448_RS00210
OG0000540	EXC50_RS01485	MHP7448_RS02660
OG0000541	EXC50_RS01560	MHP7448_RS02740
OG0000542	EXC50_RS00365	MHP7448_RS00350
OG0000543	EXC50_RS03875, EXC50_RS00505, EXC50_RS03730	MHP7448_RS01585
OG0000544	EXC50_RS02835	MHP7448_RS01265
OG0000546	EXC50_RS01630	MHP7448_RS02810
OG0000547	EXC50_RS01750	MHP7448_RS02935
OG0000548	EXC50_RS00535	MHP7448_RS01610
OG0000549	EXC50_RS02160	MHP7448_RS03355
OG0000550	EXC50_RS02305	MHP7448_RS03495
OG0000551	EXC50_RS01825	MHP7448_RS03010
OG0000552	EXC50_RS01980	MHP7448_RS03180
OG0000553	EXC50_RS01530	MHP7448_RS02710
OG0000554	EXC50_RS01245	MHP7448_RS02415
OG0000555	EXC50_RS04055	MHP7448_RS04050
OG0000557	EXC50_RS02825	MHP7448_RS01275
OG0000558	EXC50_RS02855	MHP7448_RS01245
OG0000559	EXC50_RS00655	MHP7448_RS01715
OG0000560	EXC50_RS00760	MHP7448_RS01845
OG0000561	EXC50_RS02980	MHP7448_RS01110
OG0000562	EXC50_RS00765	MHP7448_RS01850
OG0000563	EXC50_RS00750	MHP7448_RS01835
OG0000564	EXC50_RS04095	MHP7448_RS03960
OG0000565	EXC50_RS00810	MHP7448_RS01900
OG0000566	EXC50_RS00800	MHP7448_RS01890
OG0000567	EXC50_RS00775	MHP7448_RS01865
OG0000568	EXC50_RS03400	MHP7448_RS00695
OG0000569	EXC50_RS02850	MHP7448_RS01250
OG0000570	EXC50_RS02845	MHP7448_RS01255
OG0000571	EXC50_RS02840	MHP7448_RS01260
OG0000572	EXC50_RS02820	MHP7448_RS01280
OG0000573	EXC50_RS00650	MHP7448_RS01710
OG0000574	EXC50_RS02780	MHP7448_RS01325
OG0000575	EXC50_RS02865	MHP7448_RS01235
OG0000576	EXC50_RS00610	MHP7448_RS03735
OG0000577	EXC50_RS01505	MHP7448_RS02680
OG0000578	EXC50_RS01525	MHP7448_RS02705
OG0000579	EXC50_RS00740	MHP7448_RS01805
OG0000580	EXC50_RS04050	MHP7448_RS02815
OG0000581	EXC50_RS00725	MHP7448_RS01800
OG0000582	EXC50_RS04100	MHP7448_RS03955
OG0000583	EXC50_RS00640	MHP7448_RS01700
OG0000584	EXC50_RS03755	MHP7448_RS02280, MHP7448_RS04015
OG0000586	EXC50_RS00625	MHP7448_RS01690
OG0000587	EXC50_RS03910	MHP7448_RS04085
OG0000588	EXC50_RS00600	MHP7448_RS01670
OG0000591	EXC50_RS03890	MHP7448_RS03890
OG0000592	EXC50_RS01495	MHP7448_RS02670
OG0000593	EXC50_RS02370	MHP7448_RS03560
OG0000594	EXC50_RS02860	MHP7448_RS01240
OG0000596	EXC50_RS00685	MHP7448_RS01750
OG0000598	EXC50_RS00690	MHP7448_RS01755
OG0000599	EXC50_RS00695	MHP7448_RS01760
OG0000600	EXC50_RS02480	MHP7448_RS02285
OG0000601	EXC50_RS00755	MHP7448_RS01840
OG0000602	EXC50_RS00980	MHP7448_RS02055
OG0000604	EXC50_RS04240	MHP7448_RS04090
OG0000605	EXC50_RS02495, EXC50_RS02490, EXC50_RS03770	MHP7448_RS02305
OG0000606	EXC50_RS00730	MHP7448_RS01815
OG0000607	EXC50_RS04105	MHP7448_RS03855
OG0000608	EXC50_RS04000	MHP7448_RS03865
OG0000609	EXC50_RS03905	MHP7448_RS03875
OG0000610	EXC50_RS04245	MHP7448_RS04080
OG0000611	EXC50_RS00090	MHP7448_RS00090
OG0000612	EXC50_RS03995	MHP7448_RS01770
OG0000615	EXC50_RS01535	MHP7448_RS02715
OG0000618	EXC50_RS02125	MHP7448_RS03320
OG0000620	EXC50_RS03885	MHP7448_RS03820
