Orthogroup	MHP_NCTC10127_genes	MHP_7422_genes
OG0000542	EXC50_RS00365	MHL_RS00355
OG0000543	EXC50_RS03875, EXC50_RS00505, EXC50_RS03730	MHL_RS01650
OG0000544	EXC50_RS02835	MHL_RS01335
OG0000545	EXC50_RS00770	MHL_RS01905
OG0000546	EXC50_RS01630	MHL_RS02835
OG0000547	EXC50_RS01750	MHL_RS02955
OG0000548	EXC50_RS00535	MHL_RS01675
OG0000549	EXC50_RS02160	MHL_RS03320
OG0000550	EXC50_RS02305	MHL_RS03460
OG0000551	EXC50_RS01825	MHL_RS03030
OG0000553	EXC50_RS01530	MHL_RS02740
OG0000554	EXC50_RS01245	MHL_RS04060, MHL_RS02455
OG0000557	EXC50_RS02825	MHL_RS01345
OG0000558	EXC50_RS02855	MHL_RS01315
OG0000559	EXC50_RS00655	MHL_RS01775
OG0000560	EXC50_RS00760	MHL_RS01890
OG0000561	EXC50_RS02980	MHL_RS01190
OG0000562	EXC50_RS00765	MHL_RS01895
OG0000563	EXC50_RS00750	MHL_RS01880
OG0000564	EXC50_RS04095	MHL_RS01370
OG0000565	EXC50_RS00810	MHL_RS01945
OG0000566	EXC50_RS00800	MHL_RS01935
OG0000567	EXC50_RS00775	MHL_RS01910
OG0000568	EXC50_RS03400	MHL_RS00775
OG0000569	EXC50_RS02850	MHL_RS01320
OG0000570	EXC50_RS02845	MHL_RS01325
OG0000571	EXC50_RS02840	MHL_RS01330
OG0000572	EXC50_RS02820	MHL_RS01350
OG0000573	EXC50_RS00650	MHL_RS01770
OG0000574	EXC50_RS02780	MHL_RS01390
OG0000575	EXC50_RS02865	MHL_RS01305
OG0000576	EXC50_RS00610	MHL_RS03700
OG0000577	EXC50_RS01505	MHL_RS02715
OG0000578	EXC50_RS01525	MHL_RS02735
OG0000579	EXC50_RS00740	MHL_RS01850
OG0000580	EXC50_RS04050	MHL_RS02840
OG0000581	EXC50_RS00725	MHL_RS01845
OG0000582	EXC50_RS04100	MHL_RS03975
OG0000583	EXC50_RS00640	MHL_RS01765
OG0000584	EXC50_RS03755	MHL_RS00660
OG0000586	EXC50_RS00625	MHL_RS01750
OG0000587	EXC50_RS03910	MHL_RS04145
OG0000591	EXC50_RS03890	MHL_RS04150
OG0000592	EXC50_RS01495	MHL_RS02705
OG0000593	EXC50_RS02370	MHL_RS03525
OG0000594	EXC50_RS02860	MHL_RS01310
OG0000596	EXC50_RS00685	MHL_RS01805
OG0000598	EXC50_RS00690	MHL_RS01810
OG0000599	EXC50_RS00695	MHL_RS01815
OG0000600	EXC50_RS02480	MHL_RS00655
OG0000601	EXC50_RS00755	MHL_RS01885
OG0000602	EXC50_RS00980	MHL_RS02110
OG0000604	EXC50_RS04240	MHL_RS04155
OG0000605	EXC50_RS02495, EXC50_RS02490, EXC50_RS03770	MHL_RS00635
OG0000606	EXC50_RS00730	MHL_RS01860
OG0000607	EXC50_RS04105	MHL_RS03830
OG0000608	EXC50_RS04000	MHL_RS01900
OG0000609	EXC50_RS03905	MHL_RS03840
OG0000610	EXC50_RS04245	MHL_RS04130
OG0000611	EXC50_RS00090	MHL_RS03910
OG0000612	EXC50_RS03995	MHL_RS01830
OG0000620	EXC50_RS03885	MHL_RS03795
