Orthogroup	MHP_NCTC10127_genes	MHP_4284_genes
OG0000497	EXC50_RS01660	ABLE99_RS02715
OG0000498	EXC50_RS01580	ABLE99_RS02630
OG0000499	EXC50_RS01545	ABLE99_RS02595
OG0000500	EXC50_RS00875	ABLE99_RS01845
OG0000501	EXC50_RS01905	ABLE99_RS02955
OG0000502	EXC50_RS02885	ABLE99_RS01165
OG0000503	EXC50_RS03325	ABLE99_RS00915
OG0000504	EXC50_RS03190	ABLE99_RS00780
OG0000505	EXC50_RS03155	ABLE99_RS00745
OG0000506	EXC50_RS03145	ABLE99_RS00735
OG0000507	EXC50_RS03110	ABLE99_RS00700
OG0000508	EXC50_RS00260	ABLE99_RS00250
OG0000509	EXC50_RS00295	ABLE99_RS00285
OG0000510	EXC50_RS00305	ABLE99_RS00295
OG0000511	EXC50_RS03655	ABLE99_RS00430
OG0000512	EXC50_RS01400	ABLE99_RS02450
OG0000513	EXC50_RS02270	ABLE99_RS03290
OG0000514	EXC50_RS01700	ABLE99_RS02755
OG0000516	EXC50_RS00955	ABLE99_RS01925
OG0000517	EXC50_RS00065	ABLE99_RS00065
OG0000518	EXC50_RS01945	ABLE99_RS02995
OG0000519	EXC50_RS03300	ABLE99_RS00890
OG0000520	EXC50_RS03175	ABLE99_RS00765
OG0000521	EXC50_RS00275	ABLE99_RS00265
OG0000522	EXC50_RS00310	ABLE99_RS00300
OG0000523	EXC50_RS02205	ABLE99_RS03225
OG0000524	EXC50_RS01515	ABLE99_RS02565
OG0000525	EXC50_RS02170	ABLE99_RS03210
OG0000527	EXC50_RS00720	ABLE99_RS01700
OG0000528	EXC50_RS00960	ABLE99_RS01930
OG0000529	EXC50_RS01090	ABLE99_RS02075
OG0000530	EXC50_RS01200	ABLE99_RS02250
OG0000531	EXC50_RS02690	ABLE99_RS01365
OG0000532	EXC50_RS00575	ABLE99_RS01580
OG0000534	EXC50_RS00395	ABLE99_RS00380
OG0000535	EXC50_RS00045	ABLE99_RS00045
OG0000536	EXC50_RS02385	ABLE99_RS03405
OG0000537	EXC50_RS03360	ABLE99_RS00950
OG0000538	EXC50_RS02965	ABLE99_RS01095
OG0000539	EXC50_RS00220	ABLE99_RS00215
OG0000540	EXC50_RS01485	ABLE99_RS02535
OG0000542	EXC50_RS00365	ABLE99_RS00350
OG0000544	EXC50_RS02835	ABLE99_RS01225
OG0000545	EXC50_RS00770	ABLE99_RS01745
OG0000546	EXC50_RS01630	ABLE99_RS02680
OG0000547	EXC50_RS01750	ABLE99_RS02810
OG0000548	EXC50_RS00535	ABLE99_RS01545
OG0000549	EXC50_RS02160	ABLE99_RS03200
OG0000550	EXC50_RS02305	ABLE99_RS03325
OG0000551	EXC50_RS01825	ABLE99_RS02875
OG0000552	EXC50_RS01980	ABLE99_RS03030
OG0000553	EXC50_RS01530	ABLE99_RS02580
OG0000554	EXC50_RS01245	ABLE99_RS02295
OG0000557	EXC50_RS02825	ABLE99_RS01235
OG0000558	EXC50_RS02855	ABLE99_RS01205
OG0000559	EXC50_RS00655	ABLE99_RS01650
OG0000560	EXC50_RS00760	ABLE99_RS01735
OG0000561	EXC50_RS02980	ABLE99_RS01080
OG0000562	EXC50_RS00765	ABLE99_RS01740
OG0000563	EXC50_RS00750	ABLE99_RS01725
OG0000564	EXC50_RS04095	ABLE99_RS01255
OG0000565	EXC50_RS00810	ABLE99_RS01790
OG0000566	EXC50_RS00800	ABLE99_RS01775
OG0000567	EXC50_RS00775	ABLE99_RS01750
OG0000568	EXC50_RS03400	ABLE99_RS00990
OG0000569	EXC50_RS02850	ABLE99_RS01210
OG0000570	EXC50_RS02845	ABLE99_RS01215
OG0000571	EXC50_RS02840	ABLE99_RS01220
OG0000572	EXC50_RS02820	ABLE99_RS01240
OG0000573	EXC50_RS00650	ABLE99_RS01645
OG0000574	EXC50_RS02780	ABLE99_RS01275
OG0000575	EXC50_RS02865	ABLE99_RS01195
OG0000576	EXC50_RS00610	ABLE99_RS01600
OG0000577	EXC50_RS01505	ABLE99_RS02555
OG0000578	EXC50_RS01525	ABLE99_RS02575
OG0000579	EXC50_RS00740	ABLE99_RS01715
OG0000580	EXC50_RS04050	ABLE99_RS02685
OG0000581	EXC50_RS00725	ABLE99_RS01705
OG0000582	EXC50_RS04100	ABLE99_RS01230
OG0000583	EXC50_RS00640	ABLE99_RS01635
OG0000586	EXC50_RS00625	ABLE99_RS01620
OG0000587	EXC50_RS03910	ABLE99_RS01795
OG0000588	EXC50_RS00600	ABLE99_RS01595
OG0000591	EXC50_RS03890	ABLE99_RS01810
OG0000592	EXC50_RS01495	ABLE99_RS02545
OG0000593	EXC50_RS02370	ABLE99_RS03390
OG0000594	EXC50_RS02860	ABLE99_RS01200
OG0000601	EXC50_RS00755	ABLE99_RS01730
OG0000602	EXC50_RS00980	ABLE99_RS01955
OG0000604	EXC50_RS04240	ABLE99_RS02695
OG0000606	EXC50_RS00730	ABLE99_RS01710
OG0000607	EXC50_RS04105	ABLE99_RS01180
OG0000609	EXC50_RS03905	ABLE99_RS01765
OG0000611	EXC50_RS00090	ABLE99_RS00095
OG0000615	EXC50_RS01535	ABLE99_RS02585
OG0000621	EXC50_RS04230	ABLE99_RS01805
