Orthogroup	MHP_ES2_genes	MHP_MHP682_genes
OG0000531	E5E95_RS01415	DR097_RS01630
OG0000532	E5E95_RS01740	DR097_RS03520
OG0000533	E5E95_RS00600	DR097_RS03360
OG0000534	E5E95_RS00380	DR097_RS00050
OG0000535	E5E95_RS00045	DR097_RS04745
OG0000536	E5E95_RS03765	DR097_RS03385
OG0000537	E5E95_RS00725	DR097_RS01095
OG0000538	E5E95_RS01140	DR097_RS00500
OG0000539	E5E95_RS00210	DR097_RS00220
OG0000540	E5E95_RS02840	DR097_RS01560
OG0000541	E5E95_RS02920	DR097_RS01485
OG0000543	E5E95_RS02460	DR097_RS02005
OG0000544	E5E95_RS01270	DR097_RS04515
OG0000545	E5E95_RS01945	DR097_RS02535
OG0000546	E5E95_RS02990	DR097_RS01750
OG0000547	E5E95_RS03110	DR097_RS04935
OG0000548	E5E95_RS01615	DR097_RS03110
OG0000549	E5E95_RS03535	DR097_RS04765
OG0000550	E5E95_RS03680	DR097_RS00615
OG0000553	E5E95_RS02890	DR097_RS04650
OG0000554	E5E95_RS02600	DR097_RS02160
OG0000556	E5E95_RS02515	DR097_RS04700
OG0000557	E5E95_RS01280	DR097_RS00355
OG0000558	E5E95_RS01250	DR097_RS00385
OG0000559	E5E95_RS01810	DR097_RS01855
OG0000560	E5E95_RS01930	DR097_RS02550
OG0000561	E5E95_RS01125	DR097_RS00515
OG0000562	E5E95_RS01935	DR097_RS02545
OG0000563	E5E95_RS01920	DR097_RS02565
OG0000564	E5E95_RS03980	DR097_RS03805
OG0000565	E5E95_RS01985	DR097_RS02490
OG0000566	E5E95_RS01975	DR097_RS02505
OG0000567	E5E95_RS01950	DR097_RS02530
OG0000568	E5E95_RS00685	DR097_RS01135
OG0000569	E5E95_RS01255	DR097_RS00380
OG0000570	E5E95_RS01260	DR097_RS04520
OG0000571	E5E95_RS01265	DR097_RS00370
OG0000572	E5E95_RS01285	DR097_RS00350
OG0000573	E5E95_RS01805	DR097_RS01860
OG0000575	E5E95_RS01240	DR097_RS00395
OG0000576	E5E95_RS01765	DR097_RS01905
OG0000577	E5E95_RS02860	DR097_RS01540
OG0000578	E5E95_RS02885	DR097_RS01520
OG0000579	E5E95_RS01900	DR097_RS03415
OG0000580	E5E95_RS04160	DR097_RS04150
OG0000581	E5E95_RS01885	DR097_RS03400
OG0000582	E5E95_RS03970	DR097_RS04510
OG0000583	E5E95_RS01795	DR097_RS01870
OG0000584	E5E95_RS02485, E5E95_RS01705	DR097_RS02035
OG0000585	E5E95_RS02325	DR097_RS02705
OG0000586	E5E95_RS01780	DR097_RS01885
OG0000587	E5E95_RS04030	DR097_RS04895
OG0000589	E5E95_RS02260	DR097_RS03505
OG0000590	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475	DR097_RS02025
OG0000591	E5E95_RS04205	DR097_RS00880
OG0000592	E5E95_RS02850	DR097_RS01550
OG0000593	E5E95_RS03745	DR097_RS00550
OG0000594	E5E95_RS01245	DR097_RS00390
OG0000600	E5E95_RS02490	DR097_RS02040
OG0000601	E5E95_RS01925	DR097_RS02555
OG0000603	E5E95_RS02495	DR097_RS02045
OG0000604	E5E95_RS04220	DR097_RS04140
OG0000605	E5E95_RS02500	DR097_RS02050
OG0000606	E5E95_RS01890	DR097_RS03405
OG0000607	E5E95_RS03855	DR097_RS00405
OG0000608	E5E95_RS01940	DR097_RS04730
OG0000610	E5E95_RS04190	DR097_RS04060
OG0000614	E5E95_RS02285	DR097_RS03455
OG0000615	E5E95_RS02895	DR097_RS01510
OG0000618	E5E95_RS03500	DR097_RS03000
OG0000619	E5E95_RS01895	DR097_RS03410
OG0000622	E5E95_RS03960	DR097_RS04420
OG0000625	E5E95_RS04295	DR097_RS04920
