Orthogroup	MHP_ES2_genes	MHP_1257_genes
OG0000463	E5E95_RS02785	ABKJ22_RS02530
OG0000464	E5E95_RS02780	ABKJ22_RS02525
OG0000465	E5E95_RS02775	ABKJ22_RS02520
OG0000466	E5E95_RS00395	ABKJ22_RS00390
OG0000467	E5E95_RS02880	ABKJ22_RS02620
OG0000468	E5E95_RS02085	ABKJ22_RS01940
OG0000469	E5E95_RS02145	ABKJ22_RS02000
OG0000470	E5E95_RS03895	ABKJ22_RS00860
OG0000471	E5E95_RS00920	ABKJ22_RS00780
OG0000472	E5E95_RS03540	ABKJ22_RS03205
OG0000473	E5E95_RS03715	ABKJ22_RS03380
OG0000474	E5E95_RS03720	ABKJ22_RS03385
OG0000475	E5E95_RS03725	ABKJ22_RS03390
OG0000476	E5E95_RS01570	ABKJ22_RS01570
OG0000477	E5E95_RS02820	ABKJ22_RS02565
OG0000478	E5E95_RS03660	ABKJ22_RS03325
OG0000479	E5E95_RS01345	ABKJ22_RS01345
OG0000480	E5E95_RS03865	ABKJ22_RS02005
OG0000481	E5E95_RS00815	ABKJ22_RS00885
OG0000482	E5E95_RS01230	ABKJ22_RS01225
OG0000483	E5E95_RS02190	ABKJ22_RS02050
OG0000484	E5E95_RS00195	ABKJ22_RS00195
OG0000485	E5E95_RS01185	ABKJ22_RS01180
OG0000486	E5E95_RS02420	ABKJ22_RS02105
OG0000487	E5E95_RS02125	ABKJ22_RS01980
OG0000488	E5E95_RS02160	ABKJ22_RS02020
OG0000489	E5E95_RS00050	ABKJ22_RS00050
OG0000490	E5E95_RS03830	ABKJ22_RS03495
OG0000491	E5E95_RS01365	ABKJ22_RS01365
OG0000492	E5E95_RS01440	ABKJ22_RS01440
OG0000493	E5E95_RS00580	ABKJ22_RS00580
OG0000494	E5E95_RS00640	ABKJ22_RS01060
OG0000495	E5E95_RS03035	ABKJ22_RS02780
OG0000496	E5E95_RS03025	ABKJ22_RS02770
OG0000497	E5E95_RS03020	ABKJ22_RS02765
OG0000500	E5E95_RS02045	ABKJ22_RS01905
OG0000501	E5E95_RS04280, E5E95_RS04275	ABKJ22_RS02970
OG0000502	E5E95_RS01220	ABKJ22_RS01215
OG0000503	E5E95_RS00760	ABKJ22_RS00940
OG0000504	E5E95_RS00895	ABKJ22_RS00805
OG0000506	E5E95_RS00960	ABKJ22_RS00740
OG0000508	E5E95_RS00250	ABKJ22_RS00245
OG0000509	E5E95_RS00285	ABKJ22_RS00280
OG0000510	E5E95_RS00295	ABKJ22_RS00290
OG0000511	E5E95_RS00430	ABKJ22_RS00435
OG0000512	E5E95_RS02755	ABKJ22_RS02500
OG0000513	E5E95_RS03645	ABKJ22_RS03310
OG0000514	E5E95_RS03060	ABKJ22_RS02805
OG0000516	E5E95_RS02130	ABKJ22_RS01985
OG0000517	E5E95_RS00065	ABKJ22_RS00065
OG0000518	E5E95_RS03315	ABKJ22_RS03010
OG0000519	E5E95_RS00785	ABKJ22_RS00915
OG0000520	E5E95_RS00910	ABKJ22_RS00790
OG0000521	E5E95_RS00265	ABKJ22_RS00260
OG0000522	E5E95_RS00300	ABKJ22_RS00295
OG0000523	E5E95_RS03580	ABKJ22_RS03245
OG0000525	E5E95_RS03545	ABKJ22_RS03210
OG0000526	E5E95_RS04020	ABKJ22_RS01820
OG0000527	E5E95_RS01880	ABKJ22_RS01745
OG0000528	E5E95_RS02135	ABKJ22_RS01990
OG0000529	E5E95_RS02355	ABKJ22_RS02170
OG0000531	E5E95_RS01415	ABKJ22_RS01415
OG0000532	E5E95_RS01740	ABKJ22_RS01625
OG0000533	E5E95_RS00600	ABKJ22_RS01100
OG0000534	E5E95_RS00380	ABKJ22_RS00375
OG0000535	E5E95_RS00045	ABKJ22_RS00045
OG0000536	E5E95_RS03765	ABKJ22_RS03430
OG0000537	E5E95_RS00725	ABKJ22_RS00975
OG0000538	E5E95_RS01140	ABKJ22_RS01140
OG0000539	E5E95_RS00210	ABKJ22_RS00210
OG0000540	E5E95_RS02840	ABKJ22_RS02585
OG0000541	E5E95_RS02920	ABKJ22_RS02655
OG0000544	E5E95_RS01270	ABKJ22_RS01265
OG0000545	E5E95_RS01945	ABKJ22_RS01810
OG0000546	E5E95_RS02990	ABKJ22_RS02730
OG0000547	E5E95_RS03110	ABKJ22_RS02860
OG0000548	E5E95_RS01615	ABKJ22_RS01595
OG0000549	E5E95_RS03535	ABKJ22_RS03200
OG0000550	E5E95_RS03680	ABKJ22_RS03345
OG0000552	E5E95_RS03350	ABKJ22_RS03045
OG0000553	E5E95_RS02890	ABKJ22_RS02630
OG0000554	E5E95_RS02600	ABKJ22_RS02345
OG0000557	E5E95_RS01280	ABKJ22_RS01275
OG0000558	E5E95_RS01250	ABKJ22_RS01245
OG0000559	E5E95_RS01810	ABKJ22_RS01695
OG0000560	E5E95_RS01930	ABKJ22_RS01795
OG0000561	E5E95_RS01125	ABKJ22_RS01125
OG0000562	E5E95_RS01935	ABKJ22_RS01800
OG0000563	E5E95_RS01920	ABKJ22_RS01785
OG0000564	E5E95_RS03980	ABKJ22_RS01305
OG0000565	E5E95_RS01985	ABKJ22_RS01850
OG0000566	E5E95_RS01975	ABKJ22_RS01840
OG0000567	E5E95_RS01950	ABKJ22_RS01815
OG0000568	E5E95_RS00685	ABKJ22_RS01015
OG0000569	E5E95_RS01255	ABKJ22_RS01250
OG0000570	E5E95_RS01260	ABKJ22_RS01255
OG0000571	E5E95_RS01265	ABKJ22_RS01260
OG0000572	E5E95_RS01285	ABKJ22_RS01280
OG0000573	E5E95_RS01805	ABKJ22_RS01690
OG0000574	E5E95_RS01325	ABKJ22_RS01325
OG0000575	E5E95_RS01240	ABKJ22_RS01235
OG0000576	E5E95_RS01765	ABKJ22_RS01650
OG0000577	E5E95_RS02860	ABKJ22_RS02605
OG0000578	E5E95_RS02885	ABKJ22_RS02625
OG0000579	E5E95_RS01900	ABKJ22_RS01760
OG0000580	E5E95_RS04160	ABKJ22_RS02735
OG0000581	E5E95_RS01885	ABKJ22_RS01750
OG0000582	E5E95_RS03970	ABKJ22_RS01270
OG0000583	E5E95_RS01795	ABKJ22_RS01680
OG0000585	E5E95_RS02325	ABKJ22_RS02200
OG0000586	E5E95_RS01780	ABKJ22_RS01665
OG0000587	E5E95_RS04030	ABKJ22_RS01855
OG0000588	E5E95_RS01755	ABKJ22_RS01640
OG0000589	E5E95_RS02260	ABKJ22_RS02245
OG0000591	E5E95_RS04205	ABKJ22_RS01870
OG0000592	E5E95_RS02850	ABKJ22_RS02595
OG0000593	E5E95_RS03745	ABKJ22_RS03410
OG0000594	E5E95_RS01245	ABKJ22_RS01240
OG0000601	E5E95_RS01925	ABKJ22_RS01790
OG0000604	E5E95_RS04220	ABKJ22_RS02740
OG0000608	E5E95_RS01940	ABKJ22_RS01805
OG0000609	E5E95_RS03860	ABKJ22_RS01830
OG0000610	E5E95_RS04190	ABKJ22_RS01025
OG0000613	E5E95_RS04035	ABKJ22_RS01865
OG0000622	E5E95_RS03960	ABKJ22_RS00760
OG0000625	E5E95_RS04295	ABKJ22_RS01765
