Orthogroup	MHP_ES2_genes	MHP_232_genes
OG0000532	E5E95_RS01740	MHP_RS01630
OG0000533	E5E95_RS00600	MHP_RS01395
OG0000534	E5E95_RS00380	MHP_RS00390
OG0000535	E5E95_RS00045	MHP_RS00045
OG0000536	E5E95_RS03765	MHP_RS03460
OG0000537	E5E95_RS00725	MHP_RS01270
OG0000538	E5E95_RS01140	MHP_RS00885
OG0000539	E5E95_RS00210	MHP_RS00220
OG0000540	E5E95_RS02840	MHP_RS02505
OG0000541	E5E95_RS02920	MHP_RS02580
OG0000543	E5E95_RS02460	MHP_RS02740
OG0000544	E5E95_RS01270	MHP_RS00750
OG0000545	E5E95_RS01945	MHP_RS01810
OG0000546	E5E95_RS02990	MHP_RS02650
OG0000547	E5E95_RS03110	MHP_RS02855
OG0000548	E5E95_RS01615	MHP_RS01590
OG0000549	E5E95_RS03535	MHP_RS03245
OG0000550	E5E95_RS03680	MHP_RS03380
OG0000553	E5E95_RS02890	MHP_RS02550
OG0000554	E5E95_RS02600	MHP_RS02265
OG0000555	E5E95_RS04170	MHP_RS03950
OG0000556	E5E95_RS02515	MHP_RS02695
OG0000557	E5E95_RS01280	MHP_RS00740
OG0000558	E5E95_RS01250	MHP_RS00770
OG0000559	E5E95_RS01810	MHP_RS01690
OG0000560	E5E95_RS01930	MHP_RS01800
OG0000561	E5E95_RS01125	MHP_RS00900
OG0000562	E5E95_RS01935	MHP_RS01805
OG0000563	E5E95_RS01920	MHP_RS01790
OG0000564	E5E95_RS03980	MHP_RS03855
OG0000565	E5E95_RS01985	MHP_RS01845
OG0000566	E5E95_RS01975	MHP_RS01835
OG0000567	E5E95_RS01950	MHP_RS01815
OG0000568	E5E95_RS00685	MHP_RS01310
OG0000569	E5E95_RS01255	MHP_RS00765
OG0000570	E5E95_RS01260	MHP_RS00760
OG0000571	E5E95_RS01265	MHP_RS00755
OG0000572	E5E95_RS01285	MHP_RS00735
OG0000573	E5E95_RS01805	MHP_RS01685
OG0000574	E5E95_RS01325	MHP_RS00695
OG0000575	E5E95_RS01240	MHP_RS00780
OG0000576	E5E95_RS01765	MHP_RS03620
OG0000577	E5E95_RS02860	MHP_RS02525
OG0000578	E5E95_RS02885	MHP_RS02545
OG0000579	E5E95_RS01900	MHP_RS01780
OG0000580	E5E95_RS04160	MHP_RS02655
OG0000581	E5E95_RS01885	MHP_RS01765
OG0000582	E5E95_RS03970	MHP_RS03860
OG0000583	E5E95_RS01795	MHP_RS01675
OG0000584	E5E95_RS02485, E5E95_RS01705	MHP_RS02715
OG0000586	E5E95_RS01780	MHP_RS01665
OG0000587	E5E95_RS04030	MHP_RS03775
OG0000588	E5E95_RS01755	MHP_RS01645
OG0000590	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475	MHP_RS02725
OG0000591	E5E95_RS04205	MHP_RS03790
OG0000592	E5E95_RS02850	MHP_RS02515
OG0000593	E5E95_RS03745	MHP_RS03445
OG0000594	E5E95_RS01245	MHP_RS00775
OG0000598	E5E95_RS01850	MHP_RS01730
OG0000599	E5E95_RS01855	MHP_RS01735
OG0000600	E5E95_RS02490	MHP_RS02710
OG0000601	E5E95_RS01925	MHP_RS01795
OG0000602	E5E95_RS02155	MHP_RS02000
OG0000603	E5E95_RS02495	MHP_RS02705
OG0000604	E5E95_RS04220	MHP_RS03985
OG0000605	E5E95_RS02500	MHP_RS02700
OG0000606	E5E95_RS01890	MHP_RS01770
OG0000607	E5E95_RS03855	MHP_RS03745
OG0000609	E5E95_RS03860	MHP_RS03765
OG0000610	E5E95_RS04190	MHP_RS03965
OG0000612	E5E95_RS04010	MHP_RS03895
OG0000615	E5E95_RS02895	MHP_RS02555
OG0000618	E5E95_RS03500	MHP_RS03210
OG0000619	E5E95_RS01895	MHP_RS01775
OG0000620	E5E95_RS04025	MHP_RS03770
