Orthogroup	MHP_133A_proteins	MHP_MHP691_proteins
OG0000593	WP_404924339.1	WP_160607753.1
OG0000595	WP_404924292.1	WP_160608096.1
OG0000597	WP_404924291.1	WP_167871266.1
OG0000600	WP_160584945.1	WP_160584945.1
OG0000603	WP_135618745.1	WP_135618745.1
OG0000605	WP_404924378.1	WP_160585712.1
OG0000607	WP_160587988.1	WP_158209054.1
OG0000608	WP_404924474.1	WP_020835697.1
OG0000611	WP_225973003.1	WP_225973003.1
OG0000613	WP_225972966.1	WP_258555572.1
OG0000617	WP_371863322.1	WP_308704682.1
OG0000622	WP_404924220.1	WP_225973020.1
OG0000624	WP_041361696.1	WP_041361696.1
OG0000642	WP_160584953.1	WP_160584953.1
