Orthogroup	MHP_98_genes	MHP_ES2L_genes
OG0000519	GOM18_RS00215	HZK19_RS00760
OG0000520	GOM18_RS00340	HZK19_RS00885
OG0000521	GOM18_RS01375	HZK19_RS00250
OG0000522	GOM18_RS01410	HZK19_RS00285
OG0000523	GOM18_RS00725	HZK19_RS03410
OG0000524	GOM18_RS02115	HZK19_RS02640
OG0000525	GOM18_RS04345	HZK19_RS03375
OG0000527	GOM18_RS03490	HZK19_RS01730
OG0000528	GOM18_RS02240	HZK19_RS01980
OG0000529	GOM18_RS02385	HZK19_RS02210
OG0000530	GOM18_RS02485	HZK19_RS02315
OG0000531	GOM18_RS02760	HZK19_RS01365
OG0000532	GOM18_RS03550	HZK19_RS01590
OG0000534	GOM18_RS01490	HZK19_RS00365
OG0000535	GOM18_RS04305	HZK19_RS00045
OG0000536	GOM18_RS00505	HZK19_RS03590
OG0000537	GOM18_RS00155	HZK19_RS00700
OG0000538	GOM18_RS02910	HZK19_RS01100
OG0000539	GOM18_RS01325	HZK19_RS00200
OG0000540	GOM18_RS02085	HZK19_RS02605
OG0000541	GOM18_RS02155	HZK19_RS02685
OG0000542	GOM18_RS01460	HZK19_RS00335
OG0000543	GOM18_RS00010	HZK19_RS03095
OG0000544	GOM18_RS04525	HZK19_RS01215
OG0000545	GOM18_RS03390	HZK19_RS01785
OG0000546	GOM18_RS03120	HZK19_RS02755
OG0000547	GOM18_RS01145	HZK19_RS02875
OG0000548	GOM18_RS03615	HZK19_RS01560
OG0000549	GOM18_RS04350	HZK19_RS03365
OG0000550	GOM18_RS00425	HZK19_RS03510
OG0000551	GOM18_RS01075	HZK19_RS02945
OG0000552	GOM18_RS00945	HZK19_RS03180
OG0000553	GOM18_RS04405	HZK19_RS02655
OG0000554	GOM18_RS02530	HZK19_RS02360
OG0000555	GOM18_RS03930	HZK19_RS02880
OG0000556	GOM18_RS00060	HZK19_RS03050
OG0000556	GOM18_RS00075	HZK19_RS03035
OG0000557	GOM18_RS03215	HZK19_RS01230
OG0000558	GOM18_RS03185	HZK19_RS01195
OG0000559	GOM18_RS03000	HZK19_RS01670
OG0000560	GOM18_RS03405	HZK19_RS01770
OG0000561	GOM18_RS02895	HZK19_RS01085
OG0000562	GOM18_RS03400	HZK19_RS01775
OG0000563	GOM18_RS03415	HZK19_RS01760
OG0000564	GOM18_RS02875	HZK19_RS03725
OG0000565	GOM18_RS03330	HZK19_RS01835
OG0000566	GOM18_RS03355	HZK19_RS01815
OG0000567	GOM18_RS03385	HZK19_RS01790
OG0000568	GOM18_RS00115	HZK19_RS00660
OG0000569	GOM18_RS03190	HZK19_RS01200
OG0000570	GOM18_RS04520	HZK19_RS01205
OG0000571	GOM18_RS03200	HZK19_RS01210
OG0000572	GOM18_RS03220	HZK19_RS01235
OG0000573	GOM18_RS03005	HZK19_RS01665
OG0000574	GOM18_RS02845	HZK19_RS01275
OG0000575	GOM18_RS03175	HZK19_RS01185
OG0000576	GOM18_RS03050	HZK19_RS01615
OG0000577	GOM18_RS02105	HZK19_RS02625
OG0000578	GOM18_RS02125	HZK19_RS02650
OG0000579	GOM18_RS03500	HZK19_RS01750
OG0000581	GOM18_RS03495	HZK19_RS01735
OG0000582	GOM18_RS04530	HZK19_RS01225
OG0000583	GOM18_RS03015	HZK19_RS01655
OG0000584	GOM18_RS00040	HZK19_RS03070
OG0000585	GOM18_RS02355	HZK19_RS02180
OG0000586	GOM18_RS03030	HZK19_RS01635
OG0000587	GOM18_RS04190	HZK19_RS03875
OG0000588	GOM18_RS03055	HZK19_RS01610
OG0000590	GOM18_RS00030	HZK19_RS03080
OG0000591	GOM18_RS04175	HZK19_RS03885
OG0000592	GOM18_RS03985	HZK19_RS02615
OG0000593	GOM18_RS00490	HZK19_RS03575
OG0000594	GOM18_RS03180	HZK19_RS01190
OG0000595	GOM18_RS01055	HZK19_RS02965
OG0000597	GOM18_RS01060	HZK19_RS02960
OG0000600	GOM18_RS00045	HZK19_RS03065
OG0000601	GOM18_RS03410	HZK19_RS01765
OG0000602	GOM18_RS02265	HZK19_RS02005
OG0000603	GOM18_RS00050	HZK19_RS03060
OG0000604	GOM18_RS04135	HZK19_RS03900
OG0000605	GOM18_RS00055	HZK19_RS03055
OG0000608	GOM18_RS03395	HZK19_RS01780
OG0000609	GOM18_RS03365	HZK19_RS01805
OG0000616	GOM18_RS00065	HZK19_RS03045
OG0000617	GOM18_RS03045	HZK19_RS01620
OG0000618	GOM18_RS00805	HZK19_RS03330
OG0000620	GOM18_RS04195	HZK19_RS01845
OG0000623	GOM18_RS02175	HZK19_RS03245
OG0000626	GOM18_RS00940	HZK19_RS03185
OG0000665	GOM18_RS01715	HZK19_RS01050
