Orthogroup	MHP_98_genes	MHP_168L_genes
OG0000486	GOM18_RS02450	MHP168L_RS02325
OG0000487	GOM18_RS04430	MHP168L_RS02095
OG0000488	GOM18_RS02270	MHP168L_RS02270
OG0000489	GOM18_RS00630	MHP168L_RS00050
OG0000490	GOM18_RS00570	MHP168L_RS03655
OG0000491	GOM18_RS02805	MHP168L_RS01440
OG0000492	GOM18_RS02735	MHP168L_RS01515
OG0000493	GOM18_RS01685	MHP168L_RS00565
OG0000495	GOM18_RS01220	MHP168L_RS02865
OG0000496	GOM18_RS01230	MHP168L_RS02855
OG0000497	GOM18_RS01235	MHP168L_RS02850
OG0000498	GOM18_RS03070	MHP168L_RS02770
OG0000499	GOM18_RS02140	MHP168L_RS02735
OG0000500	GOM18_RS03270	MHP168L_RS02020
OG0000501	GOM18_RS01020	MHP168L_RS03065
OG0000502	GOM18_RS03150	MHP168L_RS01285
OG0000503	GOM18_RS00190	MHP168L_RS00905
OG0000505	GOM18_RS01860	MHP168L_RS00725
OG0000506	GOM18_RS01850	MHP168L_RS00715
OG0000507	GOM18_RS01815	MHP168L_RS00685
OG0000508	GOM18_RS01360	MHP168L_RS00230
OG0000509	GOM18_RS01395	MHP168L_RS00265
OG0000510	GOM18_RS01405	MHP168L_RS00275
OG0000511	GOM18_RS01540	MHP168L_RS00410
OG0000512	GOM18_RS02000	MHP168L_RS02585
OG0000513	GOM18_RS00390	MHP168L_RS03410
OG0000514	GOM18_RS01195	MHP168L_RS02890
OG0000515	GOM18_RS02570	MHP168L_RS01655
OG0000516	GOM18_RS04435	MHP168L_RS02100
OG0000517	GOM18_RS00645	MHP168L_RS00065
OG0000518	GOM18_RS00980	MHP168L_RS03105
OG0000519	GOM18_RS00215	MHP168L_RS00880
OG0000520	GOM18_RS00340	MHP168L_RS00750
OG0000521	GOM18_RS01375	MHP168L_RS00245
OG0000522	GOM18_RS01410	MHP168L_RS00280
OG0000523	GOM18_RS00725	MHP168L_RS03350
OG0000524	GOM18_RS02115	MHP168L_RS02705
OG0000525	GOM18_RS04345	MHP168L_RS03320
OG0000527	GOM18_RS03490	MHP168L_RS03975
OG0000528	GOM18_RS02240	MHP168L_RS02105
OG0000529	GOM18_RS02385	MHP168L_RS02150
OG0000530	GOM18_RS02485	MHP168L_RS02370
OG0000531	GOM18_RS02760	MHP168L_RS01490
OG0000532	GOM18_RS03550	MHP168L_RS01805
OG0000534	GOM18_RS01490	MHP168L_RS00360
OG0000535	GOM18_RS04305	MHP168L_RS00045
OG0000536	GOM18_RS00505	MHP168L_RS03525
OG0000537	GOM18_RS00155	MHP168L_RS00935
OG0000538	GOM18_RS02910	MHP168L_RS01105
OG0000539	GOM18_RS01325	MHP168L_RS00190
OG0000540	GOM18_RS02085	MHP168L_RS02670
OG0000541	GOM18_RS02155	MHP168L_RS02750
OG0000542	GOM18_RS01460	MHP168L_RS00330
OG0000543	GOM18_RS03535	MHP168L_RS03870
OG0000543	GOM18_RS00010	MHP168L_RS03535
OG0000544	GOM18_RS04525	MHP168L_RS01335
OG0000545	GOM18_RS03390	MHP168L_RS01925
OG0000546	GOM18_RS03120	MHP168L_RS02820
OG0000547	GOM18_RS01145	MHP168L_RS02940
OG0000548	GOM18_RS03615	MHP168L_RS01840
OG0000549	GOM18_RS04350	MHP168L_RS03310
OG0000550	GOM18_RS00425	MHP168L_RS03445
OG0000551	GOM18_RS01075	MHP168L_RS03015
OG0000552	GOM18_RS00945	MHP168L_RS03140
OG0000553	GOM18_RS04405	MHP168L_RS02720
OG0000554	GOM18_RS02530	MHP168L_RS02415
OG0000555	GOM18_RS03930	MHP168L_RS02945
OG0000556	GOM18_RS00060	MHP168L_RS03560
OG0000556	GOM18_RS00075	MHP168L_RS01195
OG0000557	GOM18_RS03215	MHP168L_RS01345
OG0000558	GOM18_RS03185	MHP168L_RS01315
OG0000559	GOM18_RS03000	MHP168L_RS01740
OG0000560	GOM18_RS03405	MHP168L_RS01915
OG0000561	GOM18_RS02895	MHP168L_RS01090
OG0000562	GOM18_RS03400	MHP168L_RS01920
OG0000563	GOM18_RS03415	MHP168L_RS01905
OG0000564	GOM18_RS02875	MHP168L_RS03955
OG0000565	GOM18_RS03330	MHP168L_RS01965
OG0000566	GOM18_RS03355	MHP168L_RS01955
OG0000567	GOM18_RS03385	MHP168L_RS01930
OG0000568	GOM18_RS00115	MHP168L_RS00975
OG0000569	GOM18_RS03190	MHP168L_RS01320
OG0000570	GOM18_RS04520	MHP168L_RS01325
OG0000571	GOM18_RS03200	MHP168L_RS01330
OG0000572	GOM18_RS03220	MHP168L_RS01350
OG0000573	GOM18_RS03005	MHP168L_RS01745
OG0000574	GOM18_RS02845	MHP168L_RS01395
OG0000575	GOM18_RS03175	MHP168L_RS01305
OG0000576	GOM18_RS03050	MHP168L_RS01780
OG0000577	GOM18_RS02105	MHP168L_RS02695
OG0000578	GOM18_RS02125	MHP168L_RS02715
OG0000579	GOM18_RS03500	MHP168L_RS01890
OG0000581	GOM18_RS03495	MHP168L_RS01875
OG0000582	GOM18_RS04530	MHP168L_RS03935
OG0000583	GOM18_RS03015	MHP168L_RS01755
OG0000584	GOM18_RS00040	MHP168L_RS01245
OG0000585	GOM18_RS02355	MHP168L_RS02180
OG0000586	GOM18_RS03030	MHP168L_RS01765
OG0000587	GOM18_RS04190	MHP168L_RS04085
OG0000588	GOM18_RS03055	MHP168L_RS01785
OG0000590	GOM18_RS00030	MHP168L_RS03550
OG0000591	GOM18_RS04175	MHP168L_RS04095
OG0000592	GOM18_RS03985	MHP168L_RS02680
OG0000593	GOM18_RS00490	MHP168L_RS03510
OG0000594	GOM18_RS03180	MHP168L_RS01310
OG0000600	GOM18_RS00045	MHP168L_RS01240
OG0000601	GOM18_RS03410	MHP168L_RS01910
OG0000602	GOM18_RS02265	MHP168L_RS02275
OG0000604	GOM18_RS04135	MHP168L_RS04100
OG0000605	GOM18_RS00055	MHP168L_RS01220
OG0000609	GOM18_RS03365	MHP168L_RS03835
OG0000610	GOM18_RS03695	MHP168L_RS04075
OG0000616	GOM18_RS00065	MHP168L_RS03565
OG0000620	GOM18_RS04195	MHP168L_RS03820
