Orthogroup	MHP_154B_genes	MHP_ES2_genes
OG0000536	NB624_RS03685	E5E95_RS03765
OG0000537	NB624_RS00950	E5E95_RS00725
OG0000539	NB624_RS00215	E5E95_RS00210
OG0000540	NB624_RS02810, NB624_RS02805	E5E95_RS02840
OG0000543	NB624_RS02075	E5E95_RS02460
OG0000544	NB624_RS01240	E5E95_RS01270
OG0000545	NB624_RS01820	E5E95_RS01945
OG0000546	NB624_RS02950	E5E95_RS02990
OG0000552	NB624_RS03305	E5E95_RS03350
OG0000553	NB624_RS02855	E5E95_RS02890
OG0000554	NB624_RS02535	E5E95_RS02600
OG0000555	NB624_RS03075	E5E95_RS04170
OG0000556	NB624_RS02120, NB624_RS02135	E5E95_RS02515
OG0000557	NB624_RS01255	E5E95_RS01280
OG0000558	NB624_RS01220	E5E95_RS01250
OG0000559	NB624_RS01700	E5E95_RS01810
OG0000560	NB624_RS01810	E5E95_RS01930
OG0000561	NB624_RS01110	E5E95_RS01125
OG0000562	NB624_RS01815	E5E95_RS01935
OG0000563	NB624_RS01805	E5E95_RS01920
OG0000564	NB624_RS01280	E5E95_RS03980
OG0000565	NB624_RS01880	E5E95_RS01985
OG0000566	NB624_RS01860	E5E95_RS01975
OG0000567	NB624_RS01825	E5E95_RS01950
OG0000568	NB624_RS00995	E5E95_RS00685
OG0000569	NB624_RS01225	E5E95_RS01255
OG0000570	NB624_RS01230	E5E95_RS01260
OG0000571	NB624_RS01235	E5E95_RS01265
OG0000572	NB624_RS01260	E5E95_RS01285
OG0000573	NB624_RS01695	E5E95_RS01805
OG0000574	NB624_RS01300	E5E95_RS01325
OG0000575	NB624_RS01210	E5E95_RS01240
OG0000577	NB624_RS02830	E5E95_RS02860
OG0000578	NB624_RS02850	E5E95_RS02885
OG0000579	NB624_RS01790	E5E95_RS01900
OG0000580	NB624_RS02955	E5E95_RS04160
OG0000581	NB624_RS01775	E5E95_RS01885
OG0000582	NB624_RS01250	E5E95_RS03970
OG0000583	NB624_RS01685	E5E95_RS01795
OG0000584	NB624_RS02100	E5E95_RS02485, E5E95_RS01705
OG0000585	NB624_RS02345	E5E95_RS02325
OG0000586	NB624_RS01670	E5E95_RS01780
OG0000587	NB624_RS01885	E5E95_RS04030
OG0000588	NB624_RS01650	E5E95_RS01755
OG0000589	NB624_RS02255	E5E95_RS02260
OG0000590	NB624_RS02090	E5E95_RS04210, E5E95_RS01715, E5E95_RS02475
OG0000591	NB624_RS01900	E5E95_RS04205
OG0000592	NB624_RS02820	E5E95_RS02850
OG0000594	NB624_RS01215	E5E95_RS01245
OG0000597	NB624_RS03160	E5E95_RS03200
OG0000600	NB624_RS02105	E5E95_RS02490
OG0000602	NB624_RS02045	E5E95_RS02155
OG0000603	NB624_RS02110	E5E95_RS02495
OG0000605	NB624_RS02115	E5E95_RS02500
OG0000606	NB624_RS01780	E5E95_RS01890
OG0000609	NB624_RS01840	E5E95_RS03860
OG0000610	NB624_RS01005	E5E95_RS04190
OG0000614	NB624_RS02270	E5E95_RS02285
OG0000619	NB624_RS01785	E5E95_RS01895
OG0000622	NB624_RS02320	E5E95_RS03960
