Orthogroup	MHP_MHP679_genes	MHP_ES2_genes
OG0000545	DR086_RS00685	E5E95_RS01945
OG0000546	DR086_RS04500	E5E95_RS02990
OG0000547	DR086_RS01120	E5E95_RS03110
OG0000548	DR086_RS03320	E5E95_RS01615
OG0000549	DR086_RS05015	E5E95_RS03535
OG0000550	DR086_RS01445	E5E95_RS03680
OG0000552	DR086_RS01340	E5E95_RS03350
OG0000553	DR086_RS04995	E5E95_RS02890
OG0000554	DR086_RS03115	E5E95_RS02600
OG0000556	DR086_RS04800	E5E95_RS02515
OG0000557	DR086_RS02560	E5E95_RS01280
OG0000558	DR086_RS02530	E5E95_RS01250
OG0000559	DR086_RS01605	E5E95_RS01810
OG0000560	DR086_RS00670	E5E95_RS01930
OG0000561	DR086_RS01695	E5E95_RS01125
OG0000562	DR086_RS00675	E5E95_RS01935
OG0000563	DR086_RS00660	E5E95_RS01920
OG0000564	DR086_RS03420	E5E95_RS03980
OG0000565	DR086_RS03570	E5E95_RS01985
OG0000566	DR086_RS00815	E5E95_RS01975
OG0000567	DR086_RS00785	E5E95_RS01950
OG0000568	DR086_RS03020	E5E95_RS00685
OG0000569	DR086_RS02535	E5E95_RS01255
OG0000570	DR086_RS04955	E5E95_RS01260
OG0000571	DR086_RS02545	E5E95_RS01265
OG0000572	DR086_RS02570	E5E95_RS01285
OG0000573	DR086_RS01610	E5E95_RS01805
OG0000574	DR086_RS03400	E5E95_RS01325
OG0000575	DR086_RS02520	E5E95_RS01240
OG0000576	DR086_RS01655	E5E95_RS01765
OG0000577	DR086_RS00850	E5E95_RS02860
OG0000578	DR086_RS00830	E5E95_RS02885
OG0000579	DR086_RS00655	E5E95_RS01900
OG0000580	DR086_RS01005	E5E95_RS04160
OG0000581	DR086_RS00640	E5E95_RS01885
OG0000582	DR086_RS04965	E5E95_RS03970
OG0000583	DR086_RS01620	E5E95_RS01795
OG0000584	DR086_RS00715	E5E95_RS02485, E5E95_RS01705
OG0000585	DR086_RS02120	E5E95_RS02325
OG0000586	DR086_RS01635	E5E95_RS01780
OG0000587	DR086_RS05080	E5E95_RS04030
OG0000588	DR086_RS01660	E5E95_RS01755
OG0000589	DR086_RS03515	E5E95_RS02260
OG0000591	DR086_RS04045	E5E95_RS04205
OG0000592	DR086_RS00860	E5E95_RS02850
OG0000593	DR086_RS02450	E5E95_RS03745
OG0000594	DR086_RS02525	E5E95_RS01245
OG0000595	DR086_RS02900	E5E95_RS03205
OG0000597	DR086_RS02905	E5E95_RS03200
OG0000600	DR086_RS00720	E5E95_RS02490
OG0000601	DR086_RS00665	E5E95_RS01925
OG0000603	DR086_RS00735	E5E95_RS02495
OG0000605	DR086_RS00740, DR086_RS04115	E5E95_RS02500
OG0000606	DR086_RS00645	E5E95_RS01890
OG0000607	DR086_RS02510	E5E95_RS03855
OG0000608	DR086_RS04790	E5E95_RS01940
OG0000610	DR086_RS02475, DR086_RS03865, DR086_RS03640	E5E95_RS04190
OG0000613	DR086_RS04040	E5E95_RS04035
OG0000614	DR086_RS03580	E5E95_RS02285
OG0000618	DR086_RS02365	E5E95_RS03500
OG0000626	DR086_RS03955	E5E95_RS03950
OG0000665	DR086_RS02720	E5E95_RS03850
