Orthogroup	MHP_MHP679_genes	MHP_ES2L_genes
OG0000547	DR086_RS01120	HZK19_RS02875
OG0000548	DR086_RS03320	HZK19_RS01560
OG0000549	DR086_RS05015	HZK19_RS03365
OG0000550	DR086_RS01445	HZK19_RS03510
OG0000551	DR086_RS02920	HZK19_RS02945
OG0000552	DR086_RS01340	HZK19_RS03180
OG0000553	DR086_RS04995	HZK19_RS02655
OG0000554	DR086_RS03115	HZK19_RS02360
OG0000556	DR086_RS04800	HZK19_RS03035
OG0000557	DR086_RS02560	HZK19_RS01230
OG0000558	DR086_RS02530	HZK19_RS01195
OG0000559	DR086_RS01605	HZK19_RS01670
OG0000560	DR086_RS00670	HZK19_RS01770
OG0000561	DR086_RS01695	HZK19_RS01085
OG0000562	DR086_RS00675	HZK19_RS01775
OG0000563	DR086_RS00660	HZK19_RS01760
OG0000564	DR086_RS03420	HZK19_RS03725
OG0000565	DR086_RS03570	HZK19_RS01835
OG0000566	DR086_RS00815	HZK19_RS01815
OG0000567	DR086_RS00785	HZK19_RS01790
OG0000568	DR086_RS03020	HZK19_RS00660
OG0000569	DR086_RS02535	HZK19_RS01200
OG0000570	DR086_RS04955	HZK19_RS01205
OG0000571	DR086_RS02545	HZK19_RS01210
OG0000572	DR086_RS02570	HZK19_RS01235
OG0000573	DR086_RS01610	HZK19_RS01665
OG0000574	DR086_RS03400	HZK19_RS01275
OG0000575	DR086_RS02520	HZK19_RS01185
OG0000576	DR086_RS01655	HZK19_RS01615
OG0000577	DR086_RS00850	HZK19_RS02625
OG0000578	DR086_RS00830	HZK19_RS02650
OG0000579	DR086_RS00655	HZK19_RS01750
OG0000580	DR086_RS01005	HZK19_RS02760
OG0000581	DR086_RS00640	HZK19_RS01735
OG0000582	DR086_RS04965	HZK19_RS01225
OG0000583	DR086_RS01620	HZK19_RS01655
OG0000584	DR086_RS00715	HZK19_RS03070
OG0000585	DR086_RS02120	HZK19_RS02180
OG0000586	DR086_RS01635	HZK19_RS01635
OG0000587	DR086_RS05080	HZK19_RS03875
OG0000588	DR086_RS01660	HZK19_RS01610
OG0000589	DR086_RS03515	HZK19_RS02120
OG0000591	DR086_RS04045	HZK19_RS03885
OG0000592	DR086_RS00860	HZK19_RS02615
OG0000593	DR086_RS02450	HZK19_RS03575
OG0000594	DR086_RS02525	HZK19_RS01190
OG0000595	DR086_RS02900	HZK19_RS02965
OG0000597	DR086_RS02905	HZK19_RS02960
OG0000600	DR086_RS00720	HZK19_RS03065
OG0000601	DR086_RS00665	HZK19_RS01765
OG0000603	DR086_RS00735	HZK19_RS03060
OG0000605	DR086_RS00740, DR086_RS04115	HZK19_RS03055
OG0000606	DR086_RS00645	HZK19_RS01740
OG0000608	DR086_RS04790	HZK19_RS01780
OG0000614	DR086_RS03580	HZK19_RS02140
OG0000617	DR086_RS01650	HZK19_RS01620
OG0000618	DR086_RS02365	HZK19_RS03330
OG0000626	DR086_RS03955	HZK19_RS03185
OG0000665	DR086_RS02720	HZK19_RS01050
