Orthogroup	MHP_MHP679_genes	MHP_UFV02_genes
OG0000548	DR086_RS03320	FEF31_RS01255
OG0000549	DR086_RS05015	FEF31_RS04580
OG0000550	DR086_RS01445	FEF31_RS03135
OG0000553	DR086_RS04995	FEF31_RS04535
OG0000554	DR086_RS03115	FEF31_RS02125
OG0000556	DR086_RS04800	FEF31_RS04460
OG0000557	DR086_RS02560	FEF31_RS00920
OG0000558	DR086_RS02530	FEF31_RS00890
OG0000559	DR086_RS01605	FEF31_RS01360
OG0000560	DR086_RS00670	FEF31_RS01560
OG0000561	DR086_RS01695	FEF31_RS00765
OG0000562	DR086_RS00675	FEF31_RS01565
OG0000563	DR086_RS00660	FEF31_RS01550
OG0000564	DR086_RS03420	FEF31_RS00945
OG0000565	DR086_RS03570	FEF31_RS01620
OG0000566	DR086_RS00815	FEF31_RS01605
OG0000567	DR086_RS00785	FEF31_RS01580
OG0000568	DR086_RS03020	FEF31_RS00340
OG0000569	DR086_RS02535	FEF31_RS00895
OG0000570	DR086_RS04955	FEF31_RS04405
OG0000571	DR086_RS02545	FEF31_RS00905
OG0000572	DR086_RS02570	FEF31_RS00925
OG0000573	DR086_RS01610	FEF31_RS01355
OG0000574	DR086_RS03400	FEF31_RS00965
OG0000575	DR086_RS02520	FEF31_RS00880
OG0000576	DR086_RS01655	FEF31_RS01315
OG0000577	DR086_RS00850	FEF31_RS02400
OG0000578	DR086_RS00830	FEF31_RS02420
OG0000579	DR086_RS00655	FEF31_RS01540
OG0000580	DR086_RS01005	FEF31_RS02535
OG0000581	DR086_RS00640	FEF31_RS01530
OG0000582	DR086_RS04965	FEF31_RS04415
OG0000583	DR086_RS01620	FEF31_RS01345
OG0000584	DR086_RS00715	FEF31_RS01425
OG0000585	DR086_RS02120	FEF31_RS01950
OG0000586	DR086_RS01635	FEF31_RS01330
OG0000587	DR086_RS05080	FEF31_RS04780
OG0000588	DR086_RS01660	FEF31_RS01305
OG0000589	DR086_RS03515	FEF31_RS01890
OG0000590	DR086_RS00705	FEF31_RS01410
OG0000591	DR086_RS04045	FEF31_RS04065
OG0000592	DR086_RS00860	FEF31_RS02390
OG0000593	DR086_RS02450	FEF31_RS03200
OG0000594	DR086_RS02525	FEF31_RS00885
OG0000595	DR086_RS02900	FEF31_RS02735
OG0000597	DR086_RS02905	FEF31_RS02730
OG0000600	DR086_RS00720	FEF31_RS01430
OG0000601	DR086_RS00665	FEF31_RS01555
OG0000603	DR086_RS00735	FEF31_RS01440
OG0000605	DR086_RS04115	FEF31_RS01445
OG0000606	DR086_RS00645	FEF31_RS01535
OG0000607	DR086_RS02510	FEF31_RS00870
OG0000610	DR086_RS02475, DR086_RS03865, DR086_RS03640	FEF31_RS03930
OG0000613	DR086_RS04040	FEF31_RS01640
OG0000614	DR086_RS03580	FEF31_RS01905
OG0000618	DR086_RS02365	FEF31_RS02240
OG0000628	DR086_RS00770	FEF31_RS01475
OG0000629	DR086_RS00695	FEF31_RS01400
OG0000630	DR086_RS00780	FEF31_RS01485
OG0000631	DR086_RS00775	FEF31_RS01480
