Orthogroup	MHP_MHP694_proteins	MHP_MHP682_proteins
OG0000587	WP_258555257.1	WP_240536501.1
OG0000591	WP_258555396.1	WP_160585604.1
OG0000592	WP_160606425.1	WP_160585664.1
OG0000593	WP_160606903.1	WP_160584886.1
OG0000594	WP_160606919.1	WP_160585561.1
OG0000601	WP_160587878.1	WP_020835695.1
OG0000604	WP_258555422.1	WP_258555824.1
OG0000607	WP_158209054.1	WP_158209054.1
OG0000608	WP_160606456.1	WP_160585754.1
OG0000611	WP_258555488.1	WP_225973003.1
OG0000615	WP_011206331.1	WP_044272557.1
OG0000617	WP_308704612.1	WP_308507007.1
OG0000618	WP_160606803.1	WP_258555699.1
OG0000621	WP_258555395.1	WP_258555395.1
OG0000624	WP_041361696.1	WP_160585641.1
OG0000625	WP_308704619.1	WP_308507017.1
OG0000633	WP_041361634.1	WP_258555861.1
